id,user_id,sec_uid,short_user_id,user_unique_id,nickname,avatar,user_signature,ip_location,add_ts,last_modify_ts,comment_id,aweme_id,content,create_time,sub_comment_count,parent_comment_id,like_count,pictures
11,97221371108,MS4wLjABAAAAhof8-5IdLGUdpECTRRgV9eVpUzEOX-Dxo93GDu3tXJc,850733985,,迷弟,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_ogDnAAgADHeAQmeglrPAlKZbkUZ9C1A5LIABWW.jpeg?from=2956013662,少年不知李宗盛，听懂已是不惑年,安徽,1739169673519,1739170002082,7468588561869964092,7276760364535041341,作为一名几年驾龄的老司机，我在此真心的奉劝各位a6车主不要在车上抽烟，一定要勤洗车勤做保养，有点小毛病一定要及时解决，偶尔做下全车打蜡皮椅护理，毕竟我再攒两年钱买二手a6时，也是有一定要求的。,1738916286,0,0,0,
12,95381207329,MS4wLjABAAAAA7ehyaC_FJk10o-XGeTDDnvQqnPfIFBUagwZHVJQbOc,592584187,A_C1B.WB,奥凸曼⭕,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_oQxfDkI4gAcUQe5HQeAe2EAiAs5xeY2xQAqPYH.jpeg?from=2956013662,,湖南,1739169673530,1739170002091,7462342368717996826,7276760364535041341,对，A8也一样,1737461981,0,0,0,
13,102531301785,MS4wLjABAAAA2UBnjKhuDkg0mQdo841DbcVWA4b-h7W2mwH5xxgaV6o,2832151733,dybdvgb447fz,璐璐,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_18f6723a10e683f0e9995797571f3891.jpeg?from=2956013662,,浙江,1739169673542,1739185206841,7431369850570703670,7276760364535041341,宝马530跟A.6.选择那个……40左右的奔驰也有考虑,1730250635,3,0,1,
14,59204694958,MS4wLjABAAAAo8AtdWCrSXhlb-uVCwMQhb8YlnsZVVWhF1vybhNld3M,34109340,bgsj_2gs_6skd.jd,无名之辈🦋,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_oUCAjChA9izA9Ug9f8A4ftIAtJCAAmIADCEt0y.jpeg?from=2956013662,愿你永远开心快乐,四川,1739169673551,1739170002108,7466809847762158345,7276760364535041341,,1738502145,0,0,0,https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/591f3a5918de47d2b00d08586cbf7261~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739188800&x-signature=Hw%2FpxNVmM4BV0wVk%2BG%2FwOOg0S%2BY%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021014464084ACCFA81C7BA101D4CF
15,88822568796,MS4wLjABAAAA_mcqlySX7vzQ18z24ceUjMa7lzTpzR9uWxA6cxhZ680,277916633,,🪳🪳,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_b9c94e67db176f35105515fac886ba4d.jpeg?from=2956013662,好好生活，天天向上,广东,1739169673560,1739185206808,7277158224058385204,7276760364535041341,"听我一句劝，家用车预算100万以上就买卫士110，预算70万就买宝马X5，预算50万就买奔驰E级，预算40万就买奥迪A6L，预算30万就买宝马3系，预算28万就买奥迪A4L，预算25万就买凯迪拉克CT5，预算24万就MODel 3，预算22万就买比亚迪汉,预算20万就买别克君越，预算18万就买别克昂科威，预算15万就买宋PLUS，预算13万就买吉利星瑞，预算11万就买秦PLUS，预算9万就买大众宝来，预算7万就买吉利帝豪，预算五万就买五菱宏光S，预算三万多买五菱宏光MINI EV，预算2万就买二手车，预算1万就买摩托车，预算一千就买电动车，预算500就买自行车，预算五块就等坐公交，预算1块就买俩馒头走路。",1694345448,100,0,1085,
16,75608332669,MS4wLjABAAAAfBloVMe8mw8lXvHNblLm_7mp_otKMt9BvW4Nqxe9AtU,123666481,L18843986122222,老莫£我想吃鱼了,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_oQrmCNyAEh8FHHZAFgfI547A9Pg5DAArAfJQsN.jpeg?from=2956013662,故天将降大任于斯人也，必先苦其心志，劳其筋骨，饿其体肤，空乏其身，行拂乱其所为，所以动心忍性，曾益其所不能,江苏,1739169673567,1739185206825,7276856129849951011,7276760364535041341,大哥，费不费油，后期维修费用高不高,1694275119,12,0,5,
17,54018725017,MS4wLjABAAAAoYQSjocQMW0lIgdvkZzHDKeuWNPeIMF8OVpxovv65RM,130297371,,臻于至善,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/mosaic-legacy_240830007481448ff1dcc.jpeg?from=2956013662,,云南,1739169673574,1739185206891,7282031815396934434,7276760364535041341,这个省油,1695480168,3,0,64,https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/28727ff3f3904d73af1b32aa669812ea~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739206800&x-signature=rACwEDFkd6rXbo%2FOq8Gm7kOHOj4%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20250210190005C2C8DF063B934E00CF0B
18,2573269807925150,MS4wLjABAAAAh4YMd2V4MRgbWhTactDrhzbsacrvoYUMVq7-VHamN5Gh5RZs8JvBjNK5tYidgu8y,64816612994,yyds77585211,爱薇儿影视,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_2ff7fadc3b5e454f80ebb363d68a8368.jpeg?from=2956013662,号不用了,安徽,1739169673581,1739185206833,7300559315944276787,7276760364535041341,"听我一句劝，家用车预算100万以上就买卫士110，预算70万就买宝马X5，预算50万就买理想L9，预算40万就买奥迪A6L，预算30万就买宝马3系，预算28万就买奥迪A4L，预算25万就买凯迪拉克CT5，预算24万就MODel 3，预算22万就买比亚迪汉,预算20万就买别克君越，预算18万就买别克昂科威，预算15万就买宋PLUS，预算13万就买吉利星瑞，预算11万就买秦PLUS，预算9万就买大众宝来，预算7万就买吉利帝豪，预算五万就买五菱宏光S，预算三万多买五菱宏光MINI EV，预算2万就买二手车，预算1万就买摩托车，预算一千就买电动车，预算500就买自行车，预算五块就等坐公交，预算1块就买俩馒头走路。",1699793927,4,0,34,
19,4498850758528696,MS4wLjABAAAAdG2cRXNO-1q7tN0lZHrJr7R-5g74PlOHDo8kFZP3jB9c7M72Lp_D63xU1pXFpLDz,2970793936,dy196c2u6nsr,昼,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_2efdbbee2c4f492fa6c0584442f55af7.jpeg?from=2956013662,,河北,1739169673589,1739170002144,7464382337330545460,7276760364535041341,哈哈，这是变相夸奥迪啊[捂脸],1737936956,0,0,0,
20,69363033836,MS4wLjABAAAAfo2BC8tvSjSHGg9w9LmoPcPlhBcKwHHZBJ55NI6GJZc,281833853,chuanglinge,布艺不凡,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_dc13400db5f057798918648af33caba5.jpeg?from=2956013662,"90后窗帘小哥
《伊兰客》窗帘创始人
在泉州：经营窗帘工厂
13年窗帘经验技术出身，8年软装色彩搭配经验
分享窗帘软装实景拍摄案例及工作日常",福建,1739169673596,1739185206899,7277225914454721340,7276760364535041341,这个怎么样？,1694361222,9,0,115,https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/ec7622a6f1bb49989b4bd755063886c0~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739206800&x-signature=8omU1tI7ILXPLwYPvlGdsbMa99Q%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=20250210190005C2C8DF063B934E00CF0B
21,97404432614,MS4wLjABAAAAMzb8DFF0BhAMPJFFmHzg7OxLLx1TDqwG7gi-N0YGJqs,860230600,Liuran_0838,Mr.刘然,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_03b70e6c62043f5d06fdb4dd6f37e6a0.jpeg?from=2956013662,关于汽车，关于电影，关于爱！,四川,1739169675235,1739185208041,7309826250016965426,7309783739893173541,各位老大 ！你们认为奥迪A6是C级轿车的标杆吗？,1701951554,176,0,1373,
22,2894345268897431,MS4wLjABAAAAKVS_rmnSxVUfiC22oENHSysTDct7PAIaFBlYIwyByndu-9KQ-2HkgAMXVJlFCrS_,79371280033,LY1280088,灵雨,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_o4Q8A5fTawBAfHyAEqcffLYGIAXmAWWfEQJrUs.jpeg?from=2956013662,"💖爱生活、爱汽车、爱购物、爱分享。
💖每日更新汽车用品、男装精品🛒
💖售后问题可以随时咨询客服，谢谢💘
💖感谢你的支持与关注……",浙江,1739169675242,1739185208059,7310047676781904703,7309783739893173541,奥迪A6买不起，我想买奥迪A4，有没车主哥哥来说下，奥迪A4到底什么样？,1702003111,123,0,79,
23,63991042270,MS4wLjABAAAAqwZiGhHyQFNiTurIs8qtJmNOq5PmzK0ZrYDc7m-xQV0,1099850960,,Qbo,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_fde1ab353344b60d922fc7666c657641.jpeg?from=2956013662,,山东,1739169675249,1739185208066,7309874819959702299,7309783739893173541,5系太张扬，e级太高调，就喜欢a6的稳重,1701962863,20,0,278,
24,86531498422,MS4wLjABAAAAYy3KFQgD1_QruSTDlNxwdFhLtOO11-HQuSewd4lD0AM,594424391,,小菠菜,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_e4babaec81c63aab25325aa6cc1ca291.jpeg?from=2956013662,,陕西,1739169675254,1739185208106,7469385229153731385,7309783739893173541,变速箱呢,1739101772,0,0,0,
25,98921489149,MS4wLjABAAAAIDONxKOKQiMgGN3iQZ9IoyJllLT90rLH95CBaPEVJlA,1004254490,,♓君子D小天,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_6d04eba7da58dd64126b41f2f9adec40.jpeg?from=2956013662,永远的神：@奥迪 @iG电子竞技俱乐部,吉林,1739169675262,1739185208083,7309823333977244426,7309783739893173541,后悔没上大A6了，三联屏➕矩阵大灯，前驱也行啊[看],1701950876,3,0,24,https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/0f2ad0075fc949d181178abe973f620d~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739206800&x-signature=HLU7OYJEfedJ9FL4uMqDurq%2BRus%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502101900068653414212539D009FC1
26,72321365398,MS4wLjABAAAATx1GABlWJ1ZH0fD5WcKInb1U7wEdWhVxzXB9q2BnraA,97486713,JDDE838,车拍视界,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_20eda323ca7270ea49d2801336413cd6.jpeg?from=2956013662,"爱家人 爱生活 爱分享
感谢你的点赞👍和关注➕
分享各种超跑 豪车视频🚗
😍喜欢的朋友点个关注吧➕",天津,1739169675272,1739185208091,7310084489585148706,7309783739893173541,还是那句话，相信国家的选择！,1702011683,66,0,1161,https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/558136d9f4b04569aa92ac0b725e5bfd~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739206800&x-signature=CqDFmA29aHVG2h2ScAe1dqoHyp8%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502101900068653414212539D009FC1
27,93438707894,MS4wLjABAAAAdu13JuzbdEuG21TNwZEnFfYufSXJtAxQ33nZOjubvRs,800715659,xiaosaobai_,Desperado,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_owAAnQAQsIlAwBAeZYDWCetA9A9nwgvCwIbFI8.jpeg?from=2956013662,这个家伙很懒，什么也没留下……,山东,1739169675280,1739185208099,7311224907919377179,7309783739893173541,不考虑排面的话A6跟沃尔沃s90怎么选,1702277205,6,0,4,
28,105284790804,MS4wLjABAAAA7p5U3lWDs8eHR3wcc6bGig8qwjc8f1CGdiHWz-pz5hA,1649782484,,never mind,https://p3-pc.douyinpic.com/aweme/720x720/db940015b531450593f3.jpeg?from=2956013662,,浙江,1739169675287,1739185208122,7309865655569613609,7309783739893173541,不是奥迪A6买不起，而是奔驰E300更具性价比,1701960730,0,0,2,
29,2207407422060536,MS4wLjABAAAAPK9mG0RtLO1EgopyMTKGdpxKvPHFjPjHzDe6e8z5-rY_jTpaRV3fwGgrsO2EuLxu,3681020252,wasai79920,哇塞,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_0fd13dbdc5594de282ca96002c6e95f0.jpeg?from=2956013662,吃什么不重要，重要跟谁一起吃,湖南,1739169675294,1739185208130,7311305697295418164,7309783739893173541,我会买红旗H9,1702296015,4,0,5,
30,97041864778,MS4wLjABAAAAvTYYV5TR7A57pR30NhD16bVEEOomh7-Zt6KwvTuGCCA,1801304397,,我不是超人,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_ocBEAAhmhfAdYpAgIeVzNzFXYcGA0MyLEAXNCm.jpeg?from=2956013662,,四川,1739169675300,1739170003206,7309850620155446055,7309783739893173541,A6绝对是56E里面的老大[比心],1701957228,78,0,970,
31,1881994244917295,MS4wLjABAAAAc2sMFH7UlCwmyUCATxo0idy3ZLeVGVwBORwkTMcVp9BuHYRDhAqrnMYwWllVY_ct,3927657897,_LDB_,A small citizen,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_0bc135cc4feb9e507b06f7b7fb3638ef.jpeg?from=2956013662,,上海,1739169675308,1739183853342,7310021574919258880,7309783739893173541,不是奔驰e买不起 是a6更具性价比[捂脸] 新e300豪华 落地要小60 真是服了,1701997034,5,0,4,
32,58542256874,MS4wLjABAAAA4Wqg-waWOnmIxAB-ll4HmExgNKsMCIZsUMj_aiQMff4,5400807,51800125a,西西里☀️,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_45de3cc7cd7c56b75f6d25af172aa922.jpeg?from=2956013662,"钢铁金牛直女 佛系平面模特 拍摄合作私信
不爱惯毛病 
普信男勿扰
感谢所有善意✨",山东,1739169675315,1739185208153,7309867446842688271,7309783739893173541,a6和q5 怎么选[看],1701961146,36,0,16,
33,93757514281,MS4wLjABAAAAQqNeaYDyITs9AP7QKEJh-wm70zfQ2Y7Wo_1-rSqvyW8,379016686,,一个好人🐜,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_oUqFAefDCE2r9amAkP86BTIzPCyAJE8AFAAqIg.jpeg?from=2956013662,"骏马面前无沟壑；
怂人面前全是坎！
你若计较，鸡毛蒜皮也能伤你；
你若释怀，风风雨雨也不畏惧！",河北,1739169675322,1739185208199,7310091027421987593,7309783739893173541,老大，奥迪a7l怎么样，可以入手吗,1702013202,3,0,3,
34,75381994397,MS4wLjABAAAABx8q_7qMX8wbod-6Lca_0VH_Wis78lFtNy2T0a7uPwk,122001271,,唉呀妈呀,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_2995d2dc05e378b1385983872d9c513a.jpeg?from=2956013662,喜欢跑步,浙江,1739169675329,1739183852250,7309858750428840738,7309783739893173541,a4l能买吗？,1701959123,8,0,3,
35,96872567054,MS4wLjABAAAA746wfgGdYT3imilcR6hYKeM_sfP8P1feEGbuYK5iBZg,1445497797,mmmmxxxxzzzz,💥💥,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_945787caa7e3559707faf4174c30ae34.jpeg?from=2956013662,纯真的眼光调侃看世界。,河南,1739169675336,1739185208136,7310045116319220492,7309783739893173541,我这个a6怎么样[呲牙],1702002514,4,0,4,https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/7f2106f3c31f48d384747a9c86c2ea80~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739206800&x-signature=BhKUY1Cn%2BRfdhoKzZtMhpRv6M9U%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502101900068653414212539D009FC1
36,88471909053,MS4wLjABAAAAsCM1RKGh5AYMHbTPW10s5PuXO23ER_hwHTRjDoGb9gE,386118969,,🇨🇳钦北防红旗车友會、婚车队,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_ocAfEFpYATV78DfXImJBfBAqCqEBJPVGAAESE0.jpeg?from=2956013662,红旗H5、H9、BBA等车型，专业婚庆车队、机场高铁接送、包车商务接待、汽车租赁服务🚗，婚礼化妆跟妆摄影跟拍📸，☎18077928908（微信同号）,广西,1739169675342,1739183852183,7310067352455561999,7309783739893173541,56E只有A6L越改越在审美点上,1702007692,2,0,25,
37,67733794389,MS4wLjABAAAAL8madXVVz76rBIHFmMrg_rgoWOHBu16bqaybMRLrUGk,67244991,WJW.good,王大树,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_7b570eb8bb1a4ccba70991dc6d8f5c55.jpeg?from=2956013662,有钱不一定幸福，但没钱一定不快乐！,山西,1739169675348,1739185208183,7311771558715294527,7309783739893173541,个人认为啊，奥迪A6L比宝马5系要好看，仅代表个人观点啊！,1702404500,11,0,61,
38,493033511203528,MS4wLjABAAAAiXM_FanNbkpZBMc8pSRZpWXULvbVEjNDytnbcaM3jaw,91573657137,PudingHe099,快乐垂钓（日瓦哥）,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_2910ec192622c488c23d9d4515462aff.jpeg?from=2956013662,他日若遂凌云志，敢笑黄巢不丈夫,贵州,1739169675355,1739185208161,7310069809429070644,7309783739893173541,羡慕你们开BBA的,1702008265,2,0,9,https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/ecdb78f8fd924ee2bf4523a2f8fe0b8c~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739206800&x-signature=WbF3jwRbYVGbIF%2Fg4y67Fw4t%2BYk%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502101900068653414212539D009FC1
39,93559010752,MS4wLjABAAAArvKdrTAQTpuD83exRik38-zy0HlcGyfziqA0csWbndI,373455732,a952900745,酷太,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_o0C7GIAtESPAf2BOIEYAfGLAUM0EdBeOVNAbnN.jpeg?from=2956013662,,山西,1739169675362,1739185208175,7310020432174301987,7309783739893173541,真实油耗[呆无辜],1701996769,12,0,8,https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/d57a4b3ec6624ec08d28ba25f3c42fe8~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739206800&x-signature=MgtYdLjrO1fPorbL25Z1Izbonx4%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502101900068653414212539D009FC1
40,98025914898,MS4wLjABAAAA25PDkTtRyqbzGiEL41zr6fIKKB-mYgiAVnpz5oTMBJs,940847391,GetLucky.231107,呆呆的口水娃,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_owG75KEEjA9tfoa6BifXrNAIDfAmFBA8DEAPKQ.jpeg?from=2956013662,西格玛,安徽,1739169675371,1739183853395,7310015298559509300,7309783739893173541,大概率是没钱选5E[抠鼻],1701995574,4,0,3,
41,1257464470710148,MS4wLjABAAAAMNr4IV_-BaHBotV4u9cYGPwm3X4KiT7HiBDnfJNKK1zmbbXSi_hfWIjFoRiBUkRy,88043753760,88043753760,废物热刺永远让我失望,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_3b805a1433cf625b1922edfa61ce350e.jpeg?from=2956013662,,内蒙古,1739169676929,1739185209045,7095715019317084932,7095702708400737539,哪有那么夸张，玩过几天15年的A8L 6缸 3.0T+8AT，领导5系和我雅阁，我是没开出啥太大区别,1652099906,874,0,1766,
